Date,AAPL,MSFT,AMZN,NFLX,META,GOOG,NVDA,AMD
2018-05-17,44.1824,89.3239,79.088,325.22,182.6341,53.563,6.1287,12.82
2018-05-18,44.0217,89.4911,78.7185,324.18,181.5607,52.9556,6.0849,13.0
2018-05-21,44.3336,90.6427,79.273,331.82,183.3597,53.6121,6.0429,12.99
2018-05-22,44.2226,90.5498,79.07,331.62,182.6739,53.123,6.0048,12.98
2018-05-23,44.5061,91.6271,80.093,344.72,185.7549,53.6176,6.1283,13.1
2018-05-24,44.4565,91.3021,80.1535,349.29,184.7908,53.5952,6.132,13.41
2018-05-25,44.5581,91.3485,80.5075,351.29,183.787,53.4174,6.1714,13.54
2018-05-29,44.3974,91.0235,80.6435,349.73,184.602,52.6557,6.1543,13.36
2018-05-30,44.3029,91.8965,81.2445,353.54,186.5202,53.0271,6.2632,13.82
2018-05-31,44.1541,91.7943,81.481,351.6,190.605,53.8808,6.2434,13.73
2018-06-01,44.9503,93.6053,82.077,359.93,192.8014,55.5946,6.3779,14.4
2018-06-04,45.326,94.4226,83.2635,361.81,192.0958,56.5773,6.5569,14.85
2018-06-05,45.6757,94.9055,84.8175,365.8,191.7579,56.5957,6.5623,14.85
2018-06-06,45.834,95.1841,84.7875,367.45,190.1677,56.4576,6.5643,15.67
2018-06-07,45.7112,93.6889,84.465,361.4,187.027,55.8111,6.5086,14.89
2018-06-08,45.2953,94.3854,84.1995,360.57,187.9414,55.6626,6.4932,15.25
2018-06-11,45.1843,93.8468,84.456,361.45,190.3665,56.1155,6.4521,15.73
2018-06-12,45.4324,94.0882,84.9375,363.83,191.2212,56.5788,6.5007,15.85
2018-06-13,45.059,93.661,85.243,379.93,191.2311,56.3539,6.4962,16.32
2018-06-14,45.0827,94.1904,86.193,392.87,195.6042,57.2145,6.6079,16.25
2018-06-15,44.6195,92.9923,85.7985,391.98,194.6501,57.2214,6.567,16.34
2018-06-18,44.5959,93.6703,86.1895,390.4,197.095,58.2742,6.5628,17.11
2018-06-19,43.8753,93.6703,86.739,404.98,196.28,58.006,6.441,16.69
2018-06-20,44.0666,94.6083,87.504,416.76,200.7624,58.0944,6.494,16.52
2018-06-21,43.8209,93.9303,86.511,415.44,200.2654,57.4896,6.3652,15.65
2018-06-22,43.6933,93.2524,85.7835,411.09,200.504,57.3813,6.2127,15.8
2018-06-25,43.0435,91.3764,83.1575,384.48,195.147,55.8582,5.9199,15.11
2018-06-26,43.5775,92.0172,84.5545,399.39,197.7808,55.5429,5.9909,15.5
2018-06-27,43.5137,90.587,83.0255,390.39,194.6401,54.8238,5.8357,14.97
2018-06-28,43.8304,91.5993,85.0725,395.42,195.0277,55.3323,5.9629,15.31
2018-06-29,43.7382,91.5807,84.99,391.43,193.1294,55.4034,5.8649,14.99
2018-07-02,44.2273,92.8809,85.689,398.18,196.1508,55.9898,5.9971,15.16
2018-07-03,43.457,91.9893,84.698,390.52,191.5492,54.7697,5.8634,15.0
2018-07-05,43.8067,92.6487,84.9865,398.39,197.2341,55.8314,6.0092,15.5
2018-07-06,44.414,93.9489,85.5315,408.25,201.9848,56.621,6.1231,16.36
2018-07-09,45.0307,94.5897,86.951,418.97,203.4856,57.3103,6.1707,16.61
2018-07-10,44.9763,94.8405,87.1535,415.63,202.2929,57.2502,6.2697,16.55
2018-07-11,44.3927,94.7105,87.75,418.65,201.2991,57.3029,6.1281,16.27
2018-07-12,45.137,96.7629,89.831,413.5,205.6522,58.7718,6.2197,16.56
2018-07-13,45.2079,97.9145,90.6515,395.8,206.0498,59.037,6.1724,16.27
2018-07-16,45.1086,97.4316,91.1245,400.48,205.9603,58.7907,6.1447,16.58
2018-07-17,45.2362,98.3975,92.1965,379.48,208.7034,59.5326,6.2806,16.87
2018-07-18,44.9881,97.6266,92.146,375.13,208.0773,59.3876,6.2313,16.85
2018-07-19,45.3378,96.958,90.6485,364.23,206.8151,58.9446,6.2395,16.71
2018-07-20,45.2339,98.6947,90.685,361.05,208.6537,58.8428,6.2113,16.5
2018-07-23,45.274,100.2735,90.1,362.66,209.6178,59.8653,6.1746,16.66
2018-07-24,45.6025,99.9856,91.462,357.32,213.3547,61.9799,6.1573,16.19
2018-07-25,46.0325,102.9296,93.1805,362.87,216.1674,62.7555,6.2355,16.05
2018-07-26,45.8884,101.8059,90.4,363.09,175.1801,62.9855,6.309,18.35
2018-07-27,45.1252,100.0041,90.8635,355.21,173.8185,61.5041,6.2392,18.94
2018-07-30,44.8724,97.8588,88.961,334.96,170.0119,60.5725,6.0439,19.42
2018-07-31,44.9622,98.5182,88.872,337.45,171.5226,60.4493,6.062,18.33
2018-08-01,47.6109,98.7039,89.8585,338.38,170.5983,60.5859,6.1018,18.48
2018-08-02,49.0026,99.902,91.7165,344.5,175.2894,60.8908,6.2046,18.79
2018-08-03,49.1443,100.3385,91.1645,343.09,176.6908,60.7696,6.2412,18.49
2018-08-06,49.3995,100.4221,92.3875,350.92,184.5523,60.8223,6.289,19.43
2018-08-07,48.9364,101.1186,93.124,351.83,182.6838,61.6888,6.3613,19.56
2018-08-08,48.9695,101.6851,94.326,347.61,184.0454,61.8572,6.3977,19.58
2018-08-09,49.3546,101.8523,94.926,349.36,181.9682,62.0305,6.3492,19.1
2018-08-10,49.2076,101.2301,94.315,345.87,179.1556,61.4599,6.3078,19.06
2018-08-13,49.5254,100.4964,94.81,341.31,178.9469,61.3308,6.3407,19.73
2018-08-14,49.734,101.7501,95.9825,337.49,180.0004,61.6829,6.4722,20.02
2018-08-15,49.8502,100.3703,94.131,326.4,178.43,60.3063,6.414,19.7
2018-08-16,50.5805,100.3517,94.326,322.44,173.6296,59.9145,6.3734,19.33
2018-08-17,51.5906,100.2958,94.111,316.78,172.7351,59.6399,6.061,19.77
2018-08-20,51.0879,99.6338,93.8355,327.73,171.4431,59.9781,6.1357,19.98
2018-08-21,50.9883,98.8041,94.171,338.02,171.5624,59.6726,6.2714,20.4
2018-08-22,50.9907,99.811,95.245,344.44,172.5761,59.9562,6.5066,20.9
2018-08-23,51.095,100.2771,95.145,339.17,171.8407,59.8594,6.6061,22.29
2018-08-24,51.2539,101.0602,95.2695,358.82,173.575,60.6177,6.7393,23.98
2018-08-27,51.676,102.179,96.384,364.58,176.3727,61.669,6.8304,25.26
2018-08-28,52.0933,102.7943,96.641,368.49,175.1801,61.1391,6.7928,25.05
2018-08-29,52.871,104.4351,99.905,368.04,174.8223,62.0404,6.8983,25.2
2018-08-30,53.3571,104.3699,100.119,370.98,176.5516,61.5349,6.8815,24.89
2018-08-31,53.9736,104.7241,100.6355,367.68,174.6533,60.4955,6.9526,25.17
2018-09-04,54.1467,104.1461,101.9755,363.6,170.1113,59.4432,7.0274,28.06
2018-09-05,53.7934,101.1441,99.741,341.18,166.1557,58.9208,6.8966,28.51
2018-09-06,52.8994,101.3772,97.9155,346.46,161.5342,58.1739,6.7554,27.84
2018-09-07,52.4726,100.8831,97.6035,348.68,162.0411,57.8456,6.7341,27.38
2018-09-10,51.7684,101.9739,96.9505,348.41,163.1741,57.8362,6.8052,29.89
2018-09-11,53.0773,103.7079,99.3575,355.93,164.9233,58.4679,6.7574,30.1
2018-09-12,52.4181,104.1461,99.5,369.95,161.0074,57.7458,6.6434,32.21
2018-09-13,53.6843,105.2649,99.4935,368.15,160.3714,58.3671,6.7212,30.48
2018-09-14,53.0749,105.6937,98.5095,364.56,161.3255,58.228,6.8473,32.72
2018-09-17,51.6617,104.547,95.4015,350.35,159.5961,57.4096,6.7854,32.43
2018-09-18,51.7471,105.5446,97.0525,367.65,159.3179,57.6664,6.7133,31.93
2018-09-19,51.7779,104.1368,96.321,366.96,162.061,58.1565,6.7371,31.21
2018-09-20,52.1715,105.8802,97.215,365.36,165.0028,58.9402,6.5959,31.18
2018-09-21,51.6096,106.5235,95.7505,361.19,161.9317,57.9082,6.5258,31.02
2018-09-24,52.3517,106.9057,96.718,369.61,164.3966,58.2697,6.5815,32.61
2018-09-25,52.6837,106.7006,98.7275,369.43,163.8996,58.8299,6.6486,32.57
2018-09-26,52.264,106.2624,98.7425,377.88,165.9271,58.6233,6.6117,32.19
2018-09-27,53.3381,106.6633,100.649,380.71,167.8055,59.326,6.6236,32.59
2018-09-28,53.5254,106.626,100.15,374.13,163.4524,59.2679,6.961,30.89
2018-10-01,53.8858,107.7821,100.218,381.43,161.4447,59.3593,7.1676,31.42
2018-10-02,54.3648,107.3532,98.5655,377.14,158.3538,59.5977,7.0962,29.02
2018-10-03,55.0263,107.3718,97.638,377.05,161.4348,59.7387,7.1024,28.43
2018-10-04,54.0589,105.153,95.471,363.65,157.8767,58.0125,6.9181,27.78
2018-10-05,53.1816,104.5377,94.4825,351.35,156.3661,57.4742,6.6845,27.35
2018-10-08,53.0583,103.3444,93.221,349.1,156.2865,57.058,6.5832,26.46
2018-10-09,53.7934,104.6589,93.516,355.71,156.9326,56.554,6.5775,27.24
2018-10-10,51.3013,98.9719,87.7625,325.89,150.4525,53.6936,6.0858,25.0
2018-10-11,50.8484,98.7388,85.968,321.1,152.4104,53.5992,5.8243,25.3
2018-10-12,52.6647,102.151,89.4305,339.56,152.7981,55.1268,6.1069,26.34
2018-10-15,51.5384,100.3144,88.0475,333.13,152.5794,54.2413,5.8305,26.26
2018-10-16,52.6742,103.4842,90.998,346.4,157.8072,55.6829,6.0893,28.18
2018-10-17,52.4466,103.2138,91.5865,364.7,158.4433,55.4053,6.0207,27.3
2018-10-18,51.2207,101.1535,88.536,346.71,153.9708,54.0288,5.9333,26.62
2018-10-19,52.0008,101.3026,88.2015,332.67,153.1062,54.4504,5.6766,23.66
2018-10-22,52.3185,102.207,89.465,329.54,153.8317,54.6838,5.7274,25.03
2018-10-23,52.8117,100.7806,88.435,333.16,153.4441,54.8094,5.4758,25.09
2018-10-24,51.0002,95.3919,83.21,301.83,145.1452,52.1784,4.9395,22.79
2018-10-25,52.117,100.967,89.1085,312.87,150.0251,54.4062,5.1483,19.27
2018-10-26,51.2871,99.7177,82.1405,299.83,144.4793,53.2094,4.9117,17.63
2018-10-29,50.3244,96.8183,76.944,284.84,141.2194,50.6573,4.5979,16.85
2018-10-30,50.5758,96.7064,76.521,285.81,145.3241,51.4584,5.0284,17.2
2018-10-31,51.8941,99.5779,79.9005,301.78,150.86,53.4726,5.2223,18.21
2018-11-01,52.6908,98.7482,83.2765,317.38,150.8202,53.1364,5.4027,20.22
2018-11-02,49.1958,98.9719,83.2765,309.1,149.4288,52.53,5.3237,20.23
2018-11-05,47.7992,100.2305,81.39,315.44,147.7691,51.651,5.2456,19.9
2018-11-06,48.3161,100.4263,82.1405,310.84,149.0213,52.4317,5.228,20.68
2018-11-07,49.7814,104.3792,87.7745,327.5,150.6016,54.2979,5.2957,21.84
2018-11-08,49.6077,104.1834,87.7455,317.92,146.964,53.7522,5.1025,21.2
2018-11-09,48.6512,102.151,85.6215,303.47,144.0718,52.9452,5.0945,21.03
2018-11-12,46.2005,99.6338,81.8425,294.07,140.6827,51.5785,4.695,19.03
2018-11-13,45.7389,99.6991,81.5585,294.4,141.289,51.4504,4.937,19.61
2018-11-14,44.4469,98.2853,79.9505,286.73,143.3364,51.8283,4.8845,20.81
2018-11-15,45.5438,100.4482,80.972,290.06,142.9686,52.8737,5.0133,21.49
2018-11-16,46.0482,101.3938,79.6705,286.21,138.6751,52.7138,4.073,20.66
2018-11-19,44.2232,97.9575,75.6145,270.6,130.744,50.6534,3.5843,19.11
2018-11-20,42.1103,95.2329,74.773,266.98,131.6186,50.9394,3.6928,19.21
2018-11-21,42.0627,96.5437,75.8365,262.13,133.994,51.5279,3.5845,18.73
2018-11-23,40.9944,96.5063,75.103,258.82,130.9229,50.846,3.5917,19.38
2018-11-26,41.5488,99.6897,79.0665,261.43,135.5444,52.0746,3.7911,20.08
2018-11-27,41.4584,100.3171,79.071,266.63,134.1729,51.8656,3.808,21.05
2018-11-28,43.0525,104.0436,83.8875,282.65,135.9221,53.9424,3.965,21.34
2018-11-29,42.7218,103.1728,83.6785,288.75,137.8303,54.0452,3.9018,21.43
2018-11-30,42.491,103.8283,84.5085,286.13,139.7485,54.3496,4.0523,21.3
2018-12-03,43.9757,104.9518,88.618,290.3,140.2256,54.9455,4.2162,23.71
2018-12-04,42.0413,101.6092,83.42,275.33,137.0849,52.1839,3.8956,21.12
2018-12-06,41.5726,102.2365,84.9595,282.88,138.7745,53.0733,3.9248,21.3
2018-12-07,40.0902,98.1448,81.4565,265.14,136.578,51.4767,3.66,19.46
2018-12-10,40.3543,100.7384,82.0515,269.7,140.9809,51.6242,3.7654,19.99
2018-12-11,40.1235,101.6747,82.162,265.32,141.2095,52.2301,3.6744,19.98
2018-12-12,40.2354,102.1335,83.177,274.88,143.6147,52.8225,3.692,20.48
2018-12-13,40.6755,102.48,82.919,276.02,144.1215,52.7341,3.6918,19.86
2018-12-14,39.374,99.2778,79.5955,266.84,143.1774,51.7509,3.6313,19.9
2018-12-17,39.0076,96.3377,76.0455,262.8,139.3311,50.481,3.5601,18.83
2018-12-18,39.5144,97.3489,77.574,270.94,142.7798,51.0859,3.6434,19.5
2018-12-19,38.2819,97.0868,74.754,266.77,132.4237,50.8028,3.4344,18.16
2018-12-20,37.3159,95.0456,73.0415,260.58,132.5827,50.1275,3.3498,17.94
2018-12-21,35.8644,91.9745,68.8725,246.39,124.1844,48.6441,3.2127,16.93
2018-12-24,34.9365,88.1356,67.198,233.88,123.2999,48.4792,3.151,16.65
2018-12-26,37.3968,94.1561,73.545,253.67,133.3579,51.6198,3.3002,17.9
2018-12-27,37.1541,94.7366,73.082,255.565,133.6958,51.8392,3.2524,17.49
2018-12-28,37.1731,93.9969,73.901,256.08,132.3839,51.5016,3.3139,17.82
2018-12-31,37.5324,95.1018,75.0985,267.66,130.2868,51.4286,3.3102,18.46
2019-01-02,37.5752,94.6804,76.9565,267.66,134.8487,51.9371,3.3776,18.83
2019-01-03,33.8324,91.1973,75.014,271.2,130.9328,50.4577,3.1735,17.05
2019-01-04,35.2767,95.4389,78.7695,297.57,137.1048,53.1716,3.3769,19.0
2019-01-07,35.1982,95.5606,81.4755,315.34,137.2042,53.0564,3.5556,20.57
2019-01-08,35.8692,96.2534,82.829,320.27,141.6567,53.4482,3.4671,20.75
2019-01-09,36.4783,97.6298,82.971,319.96,143.3463,53.3678,3.5353,20.19
2019-01-10,36.5949,97.0025,82.811,324.66,143.3165,53.1528,3.601,19.74
2019-01-11,36.2356,96.2534,82.028,337.59,142.919,52.5002,3.6903,20.27
2019-01-14,35.6907,95.5512,80.8605,332.94,144.4992,51.8795,3.7302,20.23
2019-01-15,36.4212,98.3227,83.728,354.64,148.0374,53.4914,3.7161,20.38
2019-01-16,36.8662,98.6691,84.189,351.39,146.636,53.6811,3.6905,19.73
2019-01-17,37.0851,99.362,84.661,353.19,147.3914,54.1246,3.7619,20.25
2019-01-18,37.3135,100.8508,84.81,339.1,149.1207,54.5398,3.8911,20.77
2019-01-22,36.4759,98.95,81.6085,325.16,146.6659,53.1622,3.6888,19.76
2019-01-23,36.6235,99.9145,82.001,321.99,143.4159,53.413,3.7017,19.8
2019-01-24,36.3332,99.5517,82.7465,326.67,144.9365,53.33,3.9137,20.85
2019-01-25,37.5371,100.461,83.5285,338.05,148.097,54.1787,3.971,21.93
2019-01-28,37.1897,98.5018,81.8945,335.66,146.5665,53.1403,3.422,20.18
2019-01-29,36.8043,96.4958,79.694,328.9,143.3066,52.6706,3.2631,19.25
2019-01-30,39.3193,99.7204,83.5215,340.66,149.4984,54.0829,3.4066,23.09
2019-01-31,39.6024,97.8925,85.9365,339.5,165.6687,55.4391,3.5643,24.41
2019-02-01,39.6215,96.3458,81.3115,339.85,164.6947,55.16,3.5886,24.51
2019-02-04,40.7469,99.1205,81.6655,351.34,168.213,56.255,3.699,24.13
2019-02-05,41.4441,100.5078,82.9405,355.81,170.1113,56.91,3.718,23.31
2019-02-06,41.4584,99.3923,82.013,352.19,169.4454,55.3825,3.7937,23.26
2019-02-07,40.6732,98.6799,80.7185,344.71,165.3606,54.5621,3.6553,22.67
2019-02-08,40.721,99.0549,79.411,347.57,166.3048,54.3809,3.6739,23.05
2019-02-11,40.4868,98.6611,79.55,345.73,164.7742,54.3784,3.6313,22.96
2019-02-12,40.8357,100.1985,81.9005,359.97,164.0288,55.6874,3.7483,22.82
2019-02-13,40.666,100.1235,82.0,351.77,163.0648,55.6273,3.7907,22.85
2019-02-14,40.8141,100.2079,81.1325,359.07,162.9455,55.7023,3.8316,23.13
2019-02-15,40.7233,101.4452,80.3975,356.87,161.5044,55.304,3.9013,23.68
2019-02-19,40.8452,101.3984,81.379,361.92,161.2957,55.5479,3.8839,23.95
2019-02-20,41.1081,100.8712,81.105,359.91,161.564,55.3115,3.9313,23.95
2019-02-21,40.8763,102.9987,80.972,356.97,159.0595,54.4757,3.8624,23.92
2019-02-22,41.3327,104.4673,81.578,363.02,160.8981,55.1412,3.9472,24.36
2019-02-25,41.6338,105.051,81.65,363.91,163.6114,55.093,3.9348,24.71
2019-02-26,41.6577,105.7759,81.82,364.97,163.1244,55.3775,3.8953,24.21
2019-02-27,41.7867,105.597,82.0545,362.87,161.8125,55.4232,3.8534,23.48
2019-02-28,41.3757,105.4652,81.9915,358.1,160.4608,55.6154,3.8289,23.53
2019-03-01,41.8106,105.9359,83.5865,357.32,161.2857,56.6617,3.8832,23.68
2019-03-04,42.0209,105.6817,84.8085,351.04,166.3445,56.9999,3.8914,23.37
2019-03-05,41.9444,105.1545,84.6215,354.3,170.2107,57.7066,3.8849,23.5
2019-03-06,41.7031,105.2016,83.4475,359.61,171.4531,57.4995,3.774,22.41
2019-03-07,41.2204,103.9213,81.2975,352.6,168.0938,56.7765,3.7047,22.08
2019-03-08,41.3184,104.0343,81.04,349.6,168.5609,56.7278,3.739,22.01
2019-03-11,42.7497,106.2183,83.531,358.86,171.0157,58.3884,3.9996,22.96
2019-03-12,43.23,106.962,83.655,356.27,170.8667,59.2545,4.0339,23.49
2019-03-13,43.4212,107.7905,84.5405,361.21,172.3078,59.2605,4.1853,23.38
2019-03-14,43.9039,107.8752,84.311,358.82,169.1274,58.8746,4.1093,22.82
2019-03-15,44.475,109.1178,85.618,361.46,164.9631,58.8205,4.2148,23.29
2019-03-18,44.929,110.6806,87.1075,363.44,159.4868,58.8105,4.1935,23.25
2019-03-19,44.573,110.7559,88.0925,358.78,160.5801,59.5351,4.3613,26.0
2019-03-20,44.9625,110.6335,89.8635,375.22,164.4264,60.7825,4.3287,25.7
2019-03-21,46.6185,113.1753,90.963,377.87,165.0624,61.1585,4.5655,27.89
2019-03-22,45.6531,110.191,88.2385,361.01,163.3331,59.8653,4.4057,26.37
2019-03-25,45.1011,110.7653,88.713,366.23,165.2712,59.2446,4.3134,25.97
2019-03-26,44.6351,111.0006,89.188,359.97,166.6526,58.8284,4.39,25.69
2019-03-27,45.0365,109.9274,88.285,353.37,164.8537,58.2524,4.3809,24.89
2019-03-28,45.0963,110.0781,88.671,354.61,164.5357,58.0274,4.3995,25.06
2019-03-29,45.3902,111.0289,89.0375,356.56,165.6687,58.2668,4.4568,25.52
2019-04-01,45.6985,112.0456,90.7095,366.96,167.6664,59.3156,4.5243,26.36
2019-04-02,46.3628,112.2056,90.699,367.72,173.1327,59.6165,4.5422,26.75
2019-04-03,46.6806,112.9399,91.035,369.75,172.4767,59.8862,4.6817,29.02
2019-04-04,46.7618,112.3657,90.943,367.88,174.9415,60.3371,4.6728,29.09
2019-04-05,47.0749,112.8646,91.864,365.49,174.6434,59.9473,4.7395,28.98
2019-04-08,47.8156,112.9023,92.493,361.41,173.8582,59.7829,4.7604,28.53
2019-04-09,47.6723,112.2904,91.792,364.71,176.492,59.4556,4.6976,27.24
2019-04-10,47.9399,113.147,92.3665,363.92,176.7305,59.6995,4.7681,27.83
2019-04-11,47.5408,113.2788,92.2035,367.65,176.4224,59.8216,4.7542,27.79
2019-04-12,47.5217,113.8625,92.153,351.14,178.0027,60.4796,4.7162,27.85
2019-04-15,47.6077,113.9566,92.2435,348.87,178.5493,60.64,4.5844,27.33
2019-04-16,47.6125,113.6931,93.152,359.46,177.7741,60.9395,4.6715,27.93
2019-04-17,48.5397,114.6345,93.241,354.74,177.6846,61.3968,4.6487,27.49
2019-04-18,48.7141,116.1407,93.0845,360.35,177.1877,61.3983,4.6241,27.68
2019-04-22,48.8742,116.5078,94.3655,377.34,180.3283,62.0176,4.678,28.18
2019-04-23,49.5792,118.0894,96.1885,381.89,182.654,62.7978,4.7326,27.97
2019-04-24,49.5027,117.6846,95.0875,374.23,181.4614,62.3732,4.745,28.46
2019-04-25,49.0534,121.582,95.1125,368.33,192.0759,62.7431,4.6392,27.66
2019-04-26,48.8193,122.2786,97.5315,374.85,190.3168,63.1767,4.4203,27.88
2019-04-29,48.8933,122.1657,96.9215,371.83,193.5866,63.9414,4.4511,27.69
2019-04-30,47.9518,122.947,96.326,370.54,192.2151,59.0201,4.4926,27.63
2019-05-01,50.3056,120.3864,95.576,378.81,191.8473,58.007,4.4794,26.81
2019-05-02,49.9782,118.8143,95.041,379.06,191.3504,57.7354,4.5469,28.29
2019-05-03,50.5995,121.3466,98.123,385.03,194.2724,58.8672,4.5424,28.22
2019-05-06,49.8181,120.6406,97.5275,378.67,192.6921,59.0653,4.464,27.42
2019-05-07,48.4752,118.1647,96.05,370.46,188.6073,58.306,4.2967,26.66
2019-05-08,48.4847,118.1553,95.8885,364.37,188.3787,57.9172,4.3168,27.09
2019-05-09,47.9638,118.1459,94.9935,362.75,187.4942,57.724,4.2242,27.21
2019-05-10,47.2993,119.6804,94.499,361.04,187.1861,57.8178,4.1902,27.96
2019-05-13,44.5503,116.1219,91.134,345.26,180.4277,56.2168,3.9329,26.24
2019-05-14,45.2556,117.421,92.006,345.61,179.6227,55.6412,4.022,27.32
2019-05-15,45.7977,119.0746,93.5575,354.99,185.1287,57.8149,3.9609,27.58
2019-05-16,45.5962,121.8242,95.3785,359.31,185.8443,58.5483,3.976,28.01
2019-05-17,45.3371,121.0116,93.45,354.45,184.1647,57.72,3.8852,27.5
2019-05-20,43.9194,119.2635,92.9485,348.11,181.6005,56.5555,3.7666,26.68
2019-05-21,44.7614,119.9061,92.876,354.27,183.6876,57.0908,3.8487,27.35
2019-05-22,43.8451,120.6336,92.984,359.73,184.1846,57.1797,3.7777,27.41
2019-05-23,43.0967,119.2257,90.774,352.21,179.7618,56.6508,3.6566,26.36
2019-05-24,42.9311,119.2824,91.164,354.39,179.9507,56.2883,3.6027,26.44
2019-05-28,42.7536,119.2068,91.8215,354.78,183.1808,56.3221,3.5576,29.03
2019-05-29,42.5497,118.0541,90.9595,349.19,181.0737,55.4436,3.4833,28.09
2019-05-30,42.7704,118.8005,90.816,351.85,181.8887,55.5176,3.4568,28.03
2019-05-31,41.9956,116.8635,88.7535,343.28,176.3827,54.8064,3.3661,27.41
2019-06-03,41.571,113.2352,84.6345,336.63,163.1443,51.4593,3.3243,27.58
2019-06-04,43.0919,116.3722,86.478,353.4,166.4737,52.2946,3.5534,29.57
2019-06-05,43.7875,118.895,86.925,355.73,167.1396,51.7568,3.5107,29.5
2019-06-06,44.4304,120.7754,87.718,357.13,167.2987,51.8621,3.5728,31.82
2019-06-07,45.613,124.158,90.2015,360.87,172.2879,52.9397,3.6155,32.41
2019-06-10,46.1959,125.2919,93.0315,352.01,173.7489,53.6518,3.6884,33.23
2019-06-11,46.7308,124.8195,93.185,351.27,177.0088,53.5694,3.746,32.41
2019-06-12,46.5821,124.2431,92.766,345.56,173.9676,53.4855,3.6329,32.18
2019-06-13,46.5725,125.0273,93.515,343.43,176.3827,54.0685,3.6841,31.39
2019-06-14,46.2343,125.1502,93.4835,339.73,180.219,53.8987,3.5942,30.36
2019-06-17,46.5101,125.5281,94.3015,350.62,187.852,54.2537,3.6039,29.2
2019-06-18,47.604,127.7108,95.0685,357.12,187.3153,54.805,3.7989,30.45
2019-06-19,47.4648,128.2116,95.4395,363.52,186.3313,54.7419,3.8049,30.5
2019-06-20,47.8463,129.4022,95.9095,365.21,188.3688,55.1933,3.8292,30.01
2019-06-21,47.6831,129.4211,95.565,369.21,189.9689,55.7127,3.7711,29.1
2019-06-24,47.6352,130.1864,95.695,371.04,191.42,55.3969,3.7935,29.26
2019-06-25,46.9131,126.0762,93.9135,360.3,187.683,53.9483,3.7641,28.86
2019-06-26,47.9278,126.5486,94.8915,362.2,186.5102,53.623,3.9575,29.92
2019-06-27,47.9134,126.7565,95.214,370.02,188.339,53.4348,4.0561,30.74
2019-06-28,47.4768,126.577,94.6815,367.32,191.8175,53.6782,4.081,30.37
2019-07-01,48.3476,128.2022,96.1095,374.6,191.8175,54.5244,4.1292,31.2
2019-07-02,48.6307,129.0526,96.7155,375.43,193.8053,55.1849,4.0313,31.24
2019-07-03,49.0337,129.8841,96.95,381.72,195.9918,55.6978,4.0442,31.19
2019-07-05,48.9905,129.5061,97.1455,380.55,195.1967,56.1949,3.9816,31.5
2019-07-08,47.9806,129.4116,97.616,376.16,194.5606,55.4381,3.9065,32.04
2019-07-09,48.2732,128.9392,99.415,379.93,197.9895,55.8592,3.909,33.15
2019-07-10,48.7506,130.2526,100.8705,381.0,201.4879,56.6364,3.9773,33.79
2019-07-11,48.3956,130.7722,100.0535,379.5,199.9971,56.8217,4.1319,33.06
2019-07-12,48.7674,131.2447,100.55,373.25,203.6148,56.8559,4.165,33.21
2019-07-15,49.2256,131.2447,101.0495,366.6,202.6607,57.1261,4.1565,34.39
2019-07-16,49.0552,129.525,100.495,365.99,202.5911,57.287,4.1518,33.85
2019-07-17,48.7794,128.7596,99.6015,362.44,200.5636,56.9279,4.2171,33.6
2019-07-18,49.3335,128.9014,98.895,325.21,199.5498,56.9269,4.2288,33.0
2019-07-19,48.5971,129.0903,98.226,315.1,197.1447,56.1209,4.1856,32.51
2019-07-22,49.7077,130.8006,99.2815,310.62,201.0804,56.5167,4.2571,32.85
2019-07-23,50.0963,131.6132,99.7245,307.3,201.1202,56.921,4.365,33.49
2019-07-24,50.0555,132.9644,100.0405,317.94,203.4061,56.5038,4.4395,34.11
2019-07-25,49.6597,132.4636,98.691,326.46,199.4803,56.2213,4.3083,33.67
2019-07-26,49.8325,133.5502,97.1525,335.78,198.5262,62.0956,4.3503,34.02
2019-07-29,50.2978,133.2573,95.6225,332.7,194.7395,61.5493,4.3441,33.48
2019-07-30,50.0819,132.6148,94.9265,325.93,195.8328,60.8406,4.3598,33.87
2019-07-31,51.1038,128.7596,93.339,322.99,193.04,60.4205,4.1925,30.45
2019-08-01,49.998,130.451,92.766,319.5,191.5492,60.0396,4.0981,29.86
2019-08-02,48.9401,129.3549,91.162,318.83,187.8619,59.2937,4.0054,29.44
2019-08-05,46.3782,124.9234,88.2565,307.63,180.6166,57.2244,3.747,27.99
2019-08-06,47.2562,127.2667,89.3915,310.1,183.3795,58.0999,3.7858,28.86
2019-08-07,47.7455,127.8242,89.67,304.29,184.0156,58.3005,3.824,29.19
2019-08-08,48.7986,131.2352,91.6445,315.9,188.9949,59.8306,3.9326,33.92
2019-08-09,48.3965,130.1203,90.379,308.93,186.6991,58.9968,3.8312,34.19
2019-08-12,48.2736,128.3061,89.246,310.83,184.2343,58.3363,3.7634,32.43
2019-08-13,50.318,130.9612,91.217,312.28,187.2954,59.4566,3.8777,32.11
2019-08-14,48.8202,127.0174,88.148,299.11,178.6089,57.8188,3.7291,30.24
2019-08-15,48.577,126.733,88.806,295.76,181.4713,57.9663,3.6968,29.67
2019-08-16,49.7232,129.0557,89.6285,302.8,182.5745,58.4798,3.9649,31.18
2019-08-19,50.6503,131.2172,90.806,309.38,185.0294,59.5152,4.2437,31.48
2019-08-20,50.6527,130.127,90.069,298.99,182.6838,58.7326,4.1714,30.72
